CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,LAY_NUMBER,LAY_MORPH1,LAY_MORPH2,LAY_MORPH3,LAY_NOTES,INT_MORPH1,INT_MORPH2,INT_MORPH3,CONF,NOTES,DEG_RIM,DEG_EJC,DEG_FLR,hasRd,numLE_1,isRampart_1,isCircle_1,numLE_2,isRampart_2,isCircle_2,numLE_3,isRampart_3,isCircle_3,isHu_1,ejc_shape_1,isHu_2,ejc_shape_2,isHu_3,ejc_shape_3,ejc_svg_1,ejc_svg_2,ejc_svg_3
10-0-010071,29.14075938,31.73508969,29.14060779,31.73491302,11.24280521,0.24432603,11.29604244,11.14202178,0.164571968,1.013823403,89.70822582,0.000572996,0.000671443,0.082872178,0.086061648,25.31556313,0.062977631,0.010800133,1,72,2,Rd/DLEPC/DLERC,Hu/HuSL,,,CpxFF,,,,,3,2,3,1,2,0,1,2,1,1,2,0,1,1,,1,SL,,,,SL_C,
03-1-009561,-19.84092438,187.9467721,-19.84092896,187.9467849,5.426650562,0.074783313,5.5069803,5.336117485,0.247164984,1.032020063,104.0976238,0.000250682,0.000268306,0.036181379,0.036510294,10.0527475,0.036033892,0.009789546,1,33,1,SLERS,HuBL,Small-Crown,,Smp,,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,1,BL,,,,,BL_S,,
07-1-020274,-30.49900721,305.1216254,-30.49900445,305.1216158,5.785652533,0.132464887,6.01370169,5.561891116,0.380283896,1.081233265,149.5681759,0.000386225,0.000487536,0.060175644,0.054223997,6.242776496,0.031424317,0.015105391,1,38,1,SLEPS,HuSL,,,Smp,,Floor Deposits / Slump Deposits,,,3,2,3,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
15-1-033679,-30.11772029,121.444362,-30.11451382,121.4437147,5.028048027,0.112782759,5.662607131,4.801457359,0.530118692,1.179351748,106.186979,0.000713496,0.000293857,0.101736744,0.03435353,2.540620915,0.026228069,0.022807071,0.75310004,25,1,SLERS,HuBL,,,Smp,,Slump Deposits,,,3,2,2,0,1,1,0,,,,,,,1,BL,,,,,BL_S,,
01-1-001890,52.40732919,261.033048,52.40731846,261.0330684,4.012213368,0.071976592,4.069434039,3.947884369,0.242581371,1.030788559,121.7201821,0.000163608,0.000271319,0.024152315,0.023781308,9.128516791,0.032808799,0.008716789,1,55,1,SLEPS,HuBL,,There are hints of a second lobe inside the one I identified.,,,,,,2,2,1,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
14-1-001732,33.55263781,111.8796958,33.55269169,111.8796819,4.634402851,0.074025843,4.703453856,4.561497052,0.243827552,1.031120661,7.357497321,0.000285731,0.000369211,0.044528343,0.04126897,14.25920662,0.050513165,0.013502551,1,31,2,DLERC/DLERS,HuSL,,,Smp,,,,,3,3,3,0,2,1,1,2,1,0,2,1,1,1,SL,1,SL,,,SL_C,SL_S,
01-3-000117,70.48277453,209.7914329,70.4826469,209.7910511,2.629507008,0.104389044,2.682900773,2.551343088,0.309300398,1.051564091,72.58687939,0.000493167,0.001400784,0.069739991,0.071818462,23.93151039,0.112027152,0.040291275,1,18,2,DLEPS,HuBL,,,Smp,,Floor Deposits,,,,,,0,2,0,0,2,0,0,,,,1,BL,1,BL,,,BL_S,BL_S,
13-1-001633,51.590081,92.83588834,51.5900805,92.83600605,14.09078176,0.229077583,14.36638717,13.78546919,0.281490254,1.042139878,38.2496373,0.000345942,0.000570767,0.051178365,0.049716845,4.128553153,0.016581601,0.005282845,1,188,1,Rd/SLEPS,HuSL,,There may be a cohesive lobe within the Rd ejecta.,CpxFF,,Slump Deposits / Floor Deposits,,,2,2,2,1,1,0,0,,,,,,,1,SL,,,,,SL_S,,
14-1-012552,2.053016362,126.8274653,2.052960991,126.8274393,5.810411601,0.121783393,6.05357512,5.565782856,0.393275221,1.087641267,169.7665849,0.000325313,0.000354524,0.05193021,0.048232297,4.605085656,0.026210067,0.013262389,1,35,1,SLERS,SmSL,,,,,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,0,SL,,,,,SL_S,,
11-0-010704,-3.035262395,0.459905141,-3.035257069,0.459894887,4.671913161,0.074449839,4.710092104,4.626676686,0.187366553,1.01802923,142.4570062,0.000318441,0.000315012,0.047462423,0.044571998,25.61733575,0.071792421,0.014192255,1,29,1,SLEPC,HuSL,,,Smp,,Floor Deposits,,,4,3,4,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
03-1-019436,-31.4565109,268.622761,-31.45648272,268.6227329,3.58660169,0.096636298,3.618404216,3.547699824,0.196719617,1.019929643,169.5584217,0.000355059,0.000471335,0.057902406,0.049470775,37.42770989,0.103721341,0.021648432,1,25,1,SLEPS,HuSL,,,Smp,,Floor Deposits,,,4,2,3,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
07-1-013099,-19.2172418,275.3845826,-19.21716391,275.3846176,12.77861844,0.249851904,13.100484,12.419348,0.318250051,1.054844747,88.49877563,0.000444111,0.000464785,0.062995428,0.063129475,4.502283269,0.019759751,0.007381006,1,78,2,DLERS,HuBL,,,CpxCPt,Terraced,,,,4,3,4,0,2,1,0,2,1,0,,,,1,BL,1,BL,,,BL_S,BL_S,
09-1-000139,73.54341864,60.87783107,73.54345377,60.87778867,5.437132309,0.069811747,5.576727623,5.296046574,0.313254484,1.052998221,81.06586958,0.000153189,0.000518898,0.022441517,0.021443648,3.586849718,0.016435252,0.006011136,1,66,2,DLERS/Rd,HuBL,,,Smp,,,,,4,3,4,1,2,1,0,2,1,0,,,,1,BL,1,BL,,,BL_S,BL_S,
07-1-017265,-25.91917541,308.8413574,-25.91918938,308.8414012,4.965572247,0.091613994,5.167627768,4.750886633,0.39342801,1.087718602,74.71738942,0.00018278,0.000194522,0.026645187,0.026177633,2.838999358,0.016211989,0.008208262,1,33,2,DLEPC,SmSL,,,Smp,,,,,4,2,3,0,2,0,1,2,0,1,,,,0,SL,0,SL,,,SL_C,SL_C,
11-0-009662,-4.630682997,45.43909943,-4.630766831,45.4389804,5.573192647,0.061942666,5.647349088,5.476028117,0.244443764,1.031285627,141.4926987,0.000199837,0.000208175,0.028023763,0.032382779,7.74923172,0.029693801,0.007961257,0.87948531,30,1,SLERS,HuSL,,,Smp,,,,,3,2,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
10-0-005308,15.1392752,63.57243458,15.13942353,63.57255001,6.454683132,0.147470304,6.693801642,6.227326726,0.366768078,1.074907731,131.4716141,0.000347296,0.00036494,0.053200405,0.04754315,5.104960977,0.026005826,0.011846109,1,43,1,SLERS,SmBL,,,,,Floor Deposits,,,2,1,1,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
15-1-039171,-37.03684843,136.0476443,-37.03683423,136.0477003,4.525813292,0.059820817,4.588139626,4.461068263,0.233718183,1.028484514,11.11708315,0.000191002,0.000249791,0.028507176,0.027450916,10.61316885,0.035371616,0.008993747,1,32,1,SLEPS,SmAm,,,Smp,,Floor Deposits,,,4,3,2,0,1,0,0,,,,,,,0,Am,,,,,Am_S,,
10-0-005849,17.73655345,35.14828211,17.73646952,35.14827727,9.771605748,0.160133322,10.21652143,9.331986987,0.407015676,1.09478522,168.070649,0.000213686,0.000241604,0.033581028,0.030962003,1.693854849,0.00957367,0.005113007,1,62,1,SLEPS,HuBL,,There are hints of a second lobe inside the one I identified.,CpxCPk,Terraced,,,,3,2,4,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
07-1-022492,-34.04528307,291.9972067,-34.04523945,291.9971962,3.515504409,0.069379661,3.645534364,3.38771944,0.369377957,1.076102797,162.7962044,0.000234662,0.000323264,0.039390813,0.035738239,6.331699568,0.03530438,0.01625028,1,25,1,SLEPC,HuSL,,,Smp,,Floor Deposits,,,3,3,3,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
10-0-011729,37.00135767,44.26604113,37.00137391,44.26609894,4.577271585,0.066760934,4.699437767,4.444766788,0.324725798,1.057296815,53.08056459,0.000143779,0.000183555,0.020981395,0.021257762,3.85525743,0.018023802,0.006917576,1,33,1,SLEPC,HuSL,,,,,Floor Deposits,,,1,2,1,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
14-1-008355,14.90097199,178.5980034,14.90112726,178.5980058,5.679829709,0.149800378,5.742569975,5.588062525,0.230406907,1.027649556,92.50561111,0.000378527,0.000417453,0.052372909,0.057894947,17.87501455,0.056725715,0.014184388,1,36,1,Rd/SLERS,HuBL,,,Smp,Gullies,,,,4,3,4,1,1,1,0,,,,,,,1,BL,,,,,BL_S,,
01-1-000307,68.27650388,266.372375,68.27661042,266.3724247,5.480457239,0.118736873,5.771440019,5.181107207,0.440577021,1.113939509,78.88606911,0.000157195,0.000401097,0.022548438,0.021517859,1.770211314,0.010429889,0.006351647,1,70,3,MLERS,HuSL/HuBL/SmSp,Outer is Splash,,Smp,,,,,4,3,4,0,3,1,0,3,1,0,3,1,0,1,SL,1,BL,0,Sp,SL_S,BL_S,Sp_S
09-1-001218,60.66059488,87.76527168,60.66059443,87.76554835,32.01090894,0.515145027,32.1342756,31.80239125,0.143350717,1.01043583,45.23907931,0.000541534,0.001132217,0.078511126,0.079737334,11.27017745,0.023919532,0.003537356,0.99874175,412,1,SLERS,HuAm,,,CpxUnc,,Dunes / Floor Deposits,,,3,2,2,0,1,1,0,,,,,,,1,Am,,,,,Am_S,,
03-1-024386,-36.19163372,227.0739629,-36.19163437,227.0744922,8.724685031,0.209156477,9.1315209,8.390703992,0.394554454,1.088290197,2.722625006,0.000400177,0.000604255,0.073392824,0.058324702,3.913762303,0.022739544,0.011564393,0.90908736,55,1,Rd/SLEPS,HuBL,,,CpxFF,,Slump Deposits / Floor Deposits,,,3,2,3,1,1,0,0,,,,,,,1,BL,,,,,BL_S,,
03-1-003424,-9.636129342,260.6527387,-9.636145276,260.6527788,4.837647226,0.075660646,4.875084293,4.788847496,0.187258314,1.01800784,132.9445688,0.000274342,0.000273606,0.038440318,0.040291975,21.46076758,0.059418918,0.011738679,1,30,1,SLERS,HuAm,,,Smp,,Floor Deposits,,,4,3,4,0,1,1,0,,,,,,,1,Am,,,,,Am_S,,
10-0-002533,4.710947675,45.72982257,4.710966312,45.72984335,8.471704382,0.102461504,8.546646079,8.388407804,0.191537291,1.018863923,81.26453736,0.000326837,0.000319638,0.046657122,0.04550695,14.17622362,0.038707379,0.007841437,0.94440758,45,1,Rd/SLEPS,HuBL,,,CpxFF,,Floor Deposits,,,1,2,1,1,1,0,0,,,,,,,1,BL,,,,,BL_S,,
10-1-000254,43.27402593,87.93868855,43.27403729,87.93870365,3.70947502,0.086941447,3.808517863,3.61764784,0.31260447,1.052760808,11.72370435,0.000333212,0.000537498,0.057511148,0.047680615,12.81987833,0.057852127,0.021101029,1,27,2,DLERC/DLERS,HuSL/HuBL,,,Smp,,Floor Deposits,,,3,2,1,0,2,1,1,2,1,0,2,1,1,1,SL,1,BL,,,SL_C,BL_S,
15-1-002786,-3.89045975,120.2977035,-3.890512433,120.297646,9.432414892,0.181928701,9.613823544,9.235154154,0.277893158,1.041003039,48.93580187,0.000456507,0.00046489,0.067493893,0.064545523,8.368352212,0.032895045,0.010312509,0.9429723,54,1,Rd/SLERS,HuBL,,,CpxCPk,Terraced,Slump Deposits / Floor Deposits,,,3,2,3,1,1,1,0,,,,,,,1,BL,,,,,BL_S,,
07-1-017688,-26.13250733,288.6047961,-26.13234277,288.6046213,4.111091547,0.083534494,4.281916329,3.887792285,0.419065175,1.101374769,91.70056326,0.000252762,0.000297711,0.035888394,0.040025673,4.418643991,0.026115563,0.014621312,0.89296371,25,1,SLERS,SmSL,,,Smp,,Floor Deposits,,,4,3,3,0,1,1,0,,,,,,,0,SL,,,,,SL_S,,
16-1-006789,-57.53976217,142.6260769,-57.53978424,142.6257169,4.087257355,0.069649812,4.213877842,3.933401602,0.358733886,1.071306281,97.00507874,0.000172885,0.000337164,0.024314503,0.026009296,4.405945581,0.021315564,0.009401782,1,38,2,DLEPC/DLERC/Rd,HuSL,,,CPk,,,,,4,3,4,1,2,0,1,2,1,1,2,0,1,1,SL,1,SL,,,SL_C,SL_C,
06-1-017947,1.088587603,293.4486295,1.088466283,293.4482799,27.23790407,0.629246781,28.03229441,26.41007158,0.335247158,1.061424401,126.6060479,0.000958652,0.000875988,0.135827251,0.126267508,3.909424613,0.018022553,0.007225179,0.9444558,133,4,MLERS,HuBL,,,CpxCPt,Terraced,,,,4,3,4,0,3,1,0,3,1,0,3,1,0,1,BL,1,BL,1,BL,BL_S,BL_S,BL_S
10-3-000016,42.73357668,86.48635343,42.73351077,86.48636218,2.110571858,0.069264273,2.227328203,1.973043536,0.464001874,1.1288794,59.47074971,0.000314048,0.000487738,0.050214705,0.049161209,8.674726234,0.056826496,0.037932656,1,17,2,DLERC,HuSL,,,Smp,,Floor Deposits,,,,,,0,2,1,1,2,1,1,,,,1,SL,1,SL,,,SL_C,SL_C,
03-1-013697,-24.30901762,188.3649857,-24.30898692,188.3650395,12.58242274,0.197408872,12.90542767,12.25994426,0.31229988,1.052649783,6.774401902,0.000299764,0.000345805,0.045589392,0.043362434,3.247125598,0.014445541,0.005262079,0.96965444,76,2,DLEPS,HuBL,,,CpxCPk,Terraced,,,,3,2,3,0,2,0,0,2,0,0,,,,1,BL,1,BL,,,BL_S,BL_S,
11-0-001251,-33.19588098,0.654107099,-33.19626055,0.654499158,3.13588841,0.136373427,3.438589803,2.805413409,0.578247209,1.225698071,21.11611866,0.000368502,0.000638747,0.05625561,0.059995757,5.263718632,0.030994791,0.03300295,0.72682041,17,1,SLEPS,HuAm,,,Smp,,,,,3,2,2,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
06-0-003331,5.337637335,346.2993551,5.337678452,346.299425,5.830072147,0.12415442,6.031521205,5.613847305,0.3656524,1.074400652,0.22464054,0.000304881,0.000316964,0.0449176,0.043910044,5.140708021,0.02558715,0.011603503,1,36,1,SLEPS,SmBL,,,Smp,,,,,3,2,3,0,1,0,0,,,,,,,0,BL,,,,,BL_S,,
03-1-015235,-26.80308236,184.2700132,-26.8029881,184.2700197,3.85175766,0.093715736,3.95534275,3.737731027,0.327119904,1.058220274,144.0078885,0.00035294,0.000421412,0.053782805,0.051257163,11.44402076,0.052718934,0.020436279,1,25,1,SLERS,SmAm,,,Smp,,,,,4,2,3,0,1,1,0,,,,,,,0,Am,,,,,Am_S,,
10-0-000022,0.684025089,7.418240642,0.684035756,7.418277136,6.302035368,0.114000809,6.449659642,6.144279631,0.30406351,1.049701516,171.2629545,0.000332795,0.000344324,0.050046632,0.048242757,7.502203086,0.032948356,0.011587654,1,39,1,SLERS,HuSL,,,,,Floor Deposits,,,2,2,1,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
15-1-006653,-7.4991691,117.2795926,-7.499124095,117.2796459,4.985604403,0.138581449,5.183932216,4.768400632,0.392288116,1.087142758,35.76414458,0.000388326,0.000422442,0.06149842,0.058549714,6.331641198,0.036825074,0.018561305,1,33,1,SLEPS,SmBL,,,Smp,,Floor Deposits,,,3,2,3,0,1,0,0,,,,,,,0,BL,,,,,BL_S,,
11-0-004683,-17.49030824,85.20569336,-17.49027603,85.205771,6.683433845,0.121539381,6.924075117,6.434496878,0.369342513,1.076086483,29.09515407,0.000256804,0.000277409,0.038009138,0.036709589,3.679226168,0.01851178,0.008519596,1,42,1,SLERS,HuSL,,,Smp,,Floor Deposits,,,4,3,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
13-1-001045,57.76359498,177.3365206,57.76349166,177.3389476,3.618977489,0.049583958,3.653793623,3.402759647,0.364265928,1.073773643,88.17618938,0.000191709,0.0009049,0.024244376,0.069447907,5.938072342,0.051097855,0.023044083,0.71390891,31,2,DLEPS,HuAm,,,Smp,,Floor Deposits,,,3,3,2,0,2,0,0,2,0,0,,,,1,Am,1,Am,,,Am_S,Am_S,
10-0-008636,24.69977467,7.347558016,24.69963508,7.347359086,11.15090985,0.323529277,11.66890969,10.60343238,0.417469515,1.100484189,111.7915028,0.000558064,0.000597632,0.081172869,0.076639121,3.54891812,0.019841476,0.011039519,1,74,1,SLERC,HuSL,,,CpxSuPt,Gullies,Slump Deposits,,,3,2,3,0,1,1,1,,,,,,,1,SL,,,,,SL_C,,
14-1-009080,11.94468558,126.5951823,11.94466741,126.5952246,3.244950957,0.094150816,3.297825696,3.18518974,0.259119057,1.035362401,140.6088704,0.000431617,0.000466888,0.068967136,0.059153217,25.69410217,0.100690166,0.028957668,1,25,1,SLEPS,SmAm,,,Smp,,Floor Deposits,,,2,2,1,0,1,0,0,,,,,,,0,Am,,,,,Am_S,,
04-1-003821,-49.7539001,192.7908393,-49.75399355,192.7905995,9.913575685,0.161152603,10.08876728,9.714331033,0.269909027,1.038544728,37.9086519,0.000333736,0.000571733,0.049833166,0.04997963,6.623113929,0.024499528,0.007407143,1,79,1,SLEPS,HuAm,,,CpxFF,,,,May be CpxCPk,3,3,4,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
11-1-018981,-43.32876652,32.22935568,-43.32869041,32.2293051,9.498758339,0.305595657,9.692145586,9.264346717,0.293818323,1.046176906,162.9211766,0.00065451,0.000988546,0.105009155,0.094873589,10.74032943,0.046359574,0.015596735,1,69,2,DLEPS,HuSL,,,CpxFF,,Floor Deposits,,,4,3,3,0,2,0,0,2,0,0,,,,1,SL,1,SL,,,SL_S,SL_S,
06-1-006600,27.12157963,334.1262711,27.12145922,334.1261472,9.131482826,0.223659676,9.678403196,8.607550308,0.457214506,1.124408554,128.8143249,0.000355487,0.000396258,0.054468683,0.04897059,2.202697712,0.013843916,0.008998112,1,53,2,DLERS,HuBL,,,CpxUnc,,Floor Deposits,,,4,3,4,0,2,1,0,2,1,0,,,,1,BL,1,BL,,,BL_S,BL_S,
10-1-002802,35.80769093,32.41320365,35.80780231,32.4131935,3.090757572,0.108280127,3.297558353,2.853665889,0.5011032,1.155551659,103.2633281,0.000241158,0.000295852,0.034430195,0.034373874,3.767946873,0.023823531,0.0184205,1,21,1,SLEPC,HuSL,,,Smp,,Floor Deposits,,,3,2,2,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
10-0-006857,20.99998335,53.11782834,20.99997105,53.11782054,6.719805171,0.103685246,6.937779704,6.504925427,0.347691191,1.066542543,33.90295488,0.000210351,0.000232153,0.032022077,0.030204456,3.323326431,0.016553799,0.006982741,0.94896424,41,1,SLEPS,HuAm,,,Smp,,Slump Deposits,,,2,2,3,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
15-1-019908,-19.81490618,115.3058582,-19.81493159,115.3058422,6.750043803,0.093751552,6.797218844,6.695347907,0.17248097,1.015215182,85.74702756,0.000284486,0.000293768,0.041233099,0.04001669,18.70483698,0.047904123,0.008645466,1,44,1,Rd/SLERS,HuSL,,,CpxCPt,,Slump Deposits,,,4,3,4,1,1,1,0,,,,,,,1,SL,,,,,SL_S,,
14-1-000126,42.88232381,157.7944476,42.88046394,157.7935791,30.42563089,0.687837441,31.52851813,29.17937897,0.378768111,1.080506825,169.1810414,0.000688205,0.000980205,0.101698732,0.103479655,2.007808348,0.01084067,0.005179789,0.90323508,193,2,Rd/DLEPS,HuBL,,,CpxFF,Gullies,Slump Deposits / Floor Deposits,,,3,3,3,1,2,0,0,2,0,0,,,,1,BL,1,BL,,,BL_S,BL_S,
15-1-042954,-42.2499433,144.2823898,-42.24994964,144.282537,5.277413931,0.076843751,5.393938895,5.16608689,0.287576169,1.044105337,4.671721045,0.00017765,0.000260948,0.027855497,0.025388039,5.604242464,0.022739272,0.007443246,1,39,1,SLEPC,HuSL,Pin-Cushion,,,,,,,4,3,3,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
07-1-021924,-33.77851781,311.86246,-33.77857271,311.8625269,9.455055344,0.117660416,9.613067197,9.294735574,0.255210445,1.034248594,52.85507604,0.000253885,0.000317574,0.03794951,0.036408684,5.610775382,0.020371795,0.005751784,1,63,2,DLERS,HuSL,,Lobe is partially (~40%) removed by other crater (07-1-21939).,CpxFF,,Slump Deposits / Floor Deposits,,,3,2,3,0,2,1,0,2,1,0,,,,1,SL,1,SL,,,SL_S,SL_S,
10-0-008324,24.46297369,57.89864712,24.46291738,57.89853978,6.975375585,0.209382443,7.102420028,6.822915334,0.277773641,1.040965582,7.373663467,0.000517128,0.000594598,0.077013036,0.073498889,13.19610672,0.050779712,0.01591074,0.95084685,43,1,SLERS,HuAm,,,,,Floor Deposits,,,1,2,1,0,1,1,0,,,,,,,1,Am,,,,,Am_S,,
06-1-002801,37.29882861,339.8363842,37.2987845,339.8363623,3.263974397,0.10625594,3.49961724,3.009977995,0.510146081,1.162672035,102.2018971,0.000326649,0.000388234,0.047578632,0.044950538,4.364580346,0.029284876,0.023480624,1,20,1,Rd/SLERS,HuSL,,There are hints of a second lobe beyond the one I identified.,Smp,,Floor Deposits,,,4,3,3,1,1,1,0,,,,,,,1,SL,,,,,SL_S,,
12-1-000156,-44.72722305,10.59952815,-44.72716093,10.59977251,27.375632,0.491041039,27.93432209,26.69593351,0.294446875,1.04638866,84.97094854,0.000647649,0.000929963,0.09241315,0.095951688,3.636962265,0.015151975,0.005111581,1,198,3,Rd/MLEPS,HuBL/SmBL/SmBL,,,CpxSuPt,Terraced,Slump Deposits,,,3,2,3,1,3,0,0,3,0,0,3,0,0,1,BL,0,BL,0,BL,BL_S,BL_S,BL_S
07-0-003620,-36.72303214,342.2214154,-36.72298268,342.2213384,5.213954153,0.060950069,5.340599936,5.083262029,0.306673438,1.050624561,92.09722847,0.000146174,0.000179072,0.020991957,0.020672438,3.863734133,0.016708044,0.005942161,0.93454391,34,1,SLEPC,HuSL,,,Smp,,Floor Deposits,,,3,2,1,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
01-1-001358,57.21900038,255.8869366,57.21886461,255.887092,4.183106107,0.072951684,4.329979616,4.016089266,0.373804145,1.078158211,50.99554634,0.000125661,0.000222109,0.017569437,0.018207502,2.656748313,0.014002276,0.006559794,0.90538996,51,2,DLERC,HuSL,,,Smp,,,,,3,2,3,0,2,1,1,2,1,1,,,,1,SL,1,SL,,,SL_C,SL_C,
10-0-006745,19.92323423,58.62531053,19.92325541,58.62536683,15.97439387,0.253421628,16.3235945,15.62907238,0.288589681,1.044437834,47.2744063,0.000397117,0.000427698,0.060731814,0.056755308,3.824817064,0.016514661,0.00542998,0.93247318,95,3,MLERS,HuSL,Inner is Small-Crown,,CpxSuPt,Terraced,Slump Deposits,,,3,2,3,0,3,1,0,3,1,0,3,1,0,1,SL,1,SL,1,SL,SL_S,SL_S,SL_S
14-1-000002,43.23904256,90.13498033,43.23906365,90.13495592,6.227202484,0.138494165,6.346768733,6.077663667,0.288102178,1.044277716,110.8883937,0.000313006,0.000459626,0.045275221,0.048041956,8.277350825,0.033890207,0.011119078,1,43,1,SLEPC,SmSL,,,CpxFF,,Slump Deposits,,,4,3,2,0,1,0,1,,,,,,,0,SL,,,,,SL_C,,
14-1-001156,37.10872201,133.1270549,37.1087983,133.1270328,4.283636758,0.146337237,4.331846154,4.223961335,0.221787797,1.025541148,152.4528255,0.000418521,0.00061296,0.07001216,0.060056403,28.93501021,0.092282567,0.022075807,1,31,2,DLEPC/DLEPS,HuSL/HuBL,,,Smp,,,,,3,3,2,0,2,0,1,2,0,0,2,0,1,1,SL,1,BL,,,SL_C,BL_S,
03-1-014501,-25.91936769,240.4854777,-25.9193202,240.4854401,4.516160159,0.081198326,4.673144578,4.354489109,0.362943009,1.073178612,139.8020058,0.000193737,0.000227977,0.029626305,0.028518307,4.216688739,0.021805933,0.009782033,1,30,2,DLERS,SmSL,,,Smp,,,,,3,2,3,0,2,1,0,2,1,0,,,,0,SL,0,SL,,,SL_S,SL_S,
02-1-002955,28.24243282,240.7183597,28.2424007,240.7183012,5.18468702,0.087493074,5.194685212,5.16552717,0.105804533,1.005644737,23.60178999,0.000302928,0.0003713,0.047302115,0.043173409,74.24955076,0.115512644,0.012429898,1,33,1,Rd/SLEPS,HuSL,,,Smp,,Floor Deposits,,CTX-Checked,3,2,3,1,1,0,0,,,,,,,1,SL,,,,,SL_S,,
03-1-008078,-17.59540754,186.4990263,-17.59538767,186.4990552,9.110971517,0.116289003,9.231408483,8.982183703,0.230794495,1.027746569,23.5911099,0.000316339,0.000340908,0.047481495,0.045935093,8.676666877,0.029752989,0.007454425,1,55,1,SLEPS,HuBL,,,CpxCPk,Terraced,Slump Deposits,,,4,3,3,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
01-3-000418,57.99932404,233.1733513,57.99918567,233.1722041,2.285677774,0.090110458,2.503947932,1.941024874,0.631733314,1.290013315,78.93557172,0.000122082,0.000255496,0.017819184,0.021393536,1.508904187,0.012479508,0.016924421,0.78050077,18,1,SLEPS,HuSL,,,Smp,,Floor Deposits,,,,,,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
09-1-002353,51.23920437,87.32439838,51.23924806,87.32437176,4.386771565,0.05672451,4.510164819,4.265800852,0.324693526,1.057284429,175.4962578,9.01E-05,0.000151881,0.013782642,0.013068613,2.573888432,0.011921829,0.00457501,1,58,1,SLEPC,SmSL,,,,,Floor Deposits,,,2,2,1,0,1,0,1,,,,,,,0,SL,,,,,SL_C,,
05-1-001957,50.35982599,326.6513067,50.35984508,326.6513381,4.238166976,0.063892487,4.365717966,4.106763945,0.339282124,1.063055492,37.03145274,9.00E-05,0.000144953,0.013430187,0.013121079,2.382967821,0.011567669,0.004714923,1,57,3,MLEPC,SmSL,,,Smp,,,,,4,3,4,0,3,0,1,3,0,1,3,0,1,0,SL,0,SL,0,SL,SL_C,SL_C,SL_C
06-0-003563,1.414558087,356.8911094,1.41450887,356.8909999,9.248450557,0.179643627,9.44802117,9.018630832,0.298043297,1.047611477,143.6395873,0.000506191,0.000499,0.074982426,0.073233274,7.760336543,0.034712457,0.011895028,1,57,1,SLERS,HuBL,,,CpxFF,,,,,2,2,2,0,1,1,0,,,,,,,1,BL,,,,,BL_S,,
03-1-021733,-33.54794242,211.2108663,-33.54784321,211.2109268,4.209085492,0.084013242,4.318384121,4.071158009,0.333499378,1.060726238,67.6616103,0.000258048,0.000327724,0.036167561,0.039078299,7.563858978,0.033949527,0.013512593,1,29,1,SLEPS,HuBL,,,Smp,,Slump Deposits,,,4,2,3,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
07-0-003256,-34.06822628,354.0821129,-34.06818857,354.0821993,5.591223577,0.114104684,5.686865265,5.487623263,0.262380368,1.036307522,19.60608745,0.000301067,0.000384866,0.045369416,0.043504123,10.73308401,0.039914334,0.011655373,1,38,1,Rd/SLEPC,SmSL,,,CpxFF,,Floor Deposits,,,3,2,3,1,1,0,1,,,,,,,0,SL,,,,,SL_C,,
05-1-003216,44.71225888,277.0797465,44.71226114,277.0797705,4.345113117,0.068674364,4.392944233,4.288416427,0.216847354,1.024374453,69.67408613,0.000188284,0.000259611,0.027024806,0.026624882,12.23347327,0.038410623,0.00895327,1,59,1,SLEPS,HuAm,,Ejecta is partially buried by deposits.,,,Floor Deposits,,,2,2,1,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
